gene_symbol,Mecom
mouse_strain,C3H
gene_accession_id,MGI:95457
pvalue,0.5140112
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_073_001
analysis_id,1lpy4057iya63c7
parameter_name,cDCs CD11b Type
