parameter_id,HRWLLA_OFD_020_001
mouse_strain,C57BL
pvalue,0.7222888
parameter_name,Distance travelled - total
gene_accession_id,MGI:1860103
analysis_id,kxof0718y05d004
mouse_life_stage,Early adult
gene_symbol,Slc2a8
