parameter_name,Lean/Body weight
gene_accession_id,MGI:88461
analysis_id,g8b09cmce1e6555
mouse_life_stage,Early adult
parameter_id,ESLIM_005_001_702
gene_symbol,Col6a3
pvalue,0.4770005
mouse_strain,C57BL
