parameter_id,MGP_CSD_066_001
mouse_strain,C57BL
gene_symbol,Mapkap1
analysis_id,x66psot15n2o4o4
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
pvalue,0.2651211
parameter_name,Snout morphology
