parameter_id,IMPC_IMM_025_001
pvalue,0.5247525
mouse_strain,C57BL
gene_symbol,Fgb
analysis_id,858jo74a6znnr9t
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
parameter_name,DN CD25- NKT cells
