gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_strain,C57BL
parameter_name,Phosphorus
analysis_id,iq328di21rxr806
parameter_id,HMGULA_CBC_010_001
pvalue,6.28256e-13
mouse_life_stage,Late adult
