gene_symbol,Tbl1xr1
pvalue,0.4098424
parameter_name,Dark side time spent
parameter_id,JAX_LDT_004_001
mouse_strain,C57BL
analysis_id,q7xb68j958u5s9x
mouse_life_stage,Early adult
gene_accession_id,MGI:2441730
