gene_symbol,Tiprl
mouse_life_stage,Early adult
analysis_id,4b2qci1c7iaieya
pvalue,0.5949197
mouse_strain,C57BL
parameter_name,Contact righting
parameter_id,JAXLA_CSD_077_001
gene_accession_id,MGI:1915087
