gene_symbol,Ubxn4
parameter_id,IMPC_CSD_033_001
mouse_life_stage,Late adult
pvalue,0.5665923
analysis_id,46md274a37l6993
gene_accession_id,MGI:1915062
mouse_strain,C57BL
parameter_name,Gait
