gene_symbol,Orc2
mouse_life_stage,E9.5
parameter_name,Alkaline phosphatase
analysis_id,3296l2b60u5i3ne
pvalue,0.6970369
gene_accession_id,MGI:1328306
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
