parameter_id,IMPC_GEO_009_002
mouse_strain,129SV
gene_accession_id,MGI:1918025
analysis_id,8xr4200eq072388
pvalue,0.6215425
mouse_life_stage,Early adult
parameter_name,Hemorrhage
gene_symbol,Zmynd8
