gene_symbol,Secisbp2l
parameter_id,IMPC_DXA_006_001
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.9021609
parameter_name,Body length
gene_accession_id,MGI:1917604
analysis_id,jfvk052xba88e7h
