parameter_id,IMPC_GEO_009_002
mouse_strain,C57BL
gene_symbol,Frmpd1
pvalue,0.4451375
analysis_id,435e85j5b1g3p7i
mouse_life_stage,Late adult
parameter_name,Hemorrhage
gene_accession_id,MGI:2446274
