parameter_id,M-G-P_014_001_001
mouse_life_stage,Early adult
analysis_id,2c7er9bniil3298
gene_accession_id,MGI:1915087
parameter_name,Eye
gene_symbol,Tiprl
pvalue,0.7897467
mouse_strain,C57BL
