parameter_id,JAX_OFD_022_001
gene_symbol,Hspa5
pvalue,0.4509532
parameter_name,Percentage center time
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
analysis_id,d51d63w50q81v4i
