gene_symbol,Ubxn11
analysis_id,00819v66qk3921g
mouse_life_stage,Early adult
parameter_name,Thoracic processes
pvalue,0.283021
parameter_id,IMPC_XRY_064_001
gene_accession_id,MGI:1914836
mouse_strain,C57BL
