gene_symbol,Amigo1
analysis_id,079ja5qw6yw59y4
mouse_life_stage,Early adult
pvalue,0.6399107
parameter_name,Gait
parameter_id,IMPC_CSD_033_001
gene_accession_id,MGI:2653612
mouse_strain,C57BL
