parameter_name,Tremor
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
pvalue,0.2870202
gene_accession_id,MGI:1922855
analysis_id,n5l0y01wcqys6tc
gene_symbol,Kdm5b
