gene_symbol,Mms22l
parameter_id,IMPC_GEL_029_001
parameter_name,Midbrain
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
analysis_id,j2r0e001n26eq0v
pvalue,0.6190488
