gene_symbol,Zmynd8
mouse_life_stage,Early adult
pvalue,0.2477667
analysis_id,c12qo162061532p
parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
gene_accession_id,MGI:1918025
mouse_strain,129SV
