mouse_strain,C58BL
pvalue,0.6225239
gene_symbol,Atg4c
parameter_name,Clavicle
gene_accession_id,MGI:2651854
parameter_id,IMPC_XRY_007_001
mouse_life_stage,Early adult
analysis_id,w98v9p5jsu2l949
