parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_name,Embryo Size
analysis_id,5zipgh219ix5z12
mouse_life_stage,Late adult
pvalue,0.229034
