parameter_id,JAX_OFD_016_001
analysis_id,1fu854pf4n5y9h3
mouse_life_stage,Early adult
gene_symbol,Casq1
gene_accession_id,MGI:1309468
parameter_name,Center permanence time
pvalue,0.853264
mouse_strain,C57BL
