gene_accession_id,MGI:2135738
gene_symbol,Abo
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_005_002
pvalue,0.4235301
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
analysis_id,l0ht7qi1c02qk4p
