gene_symbol,Zmynd8
parameter_name,Ulna
mouse_strain,C57BL
pvalue,1.387941
analysis_id,4x60b0ew7555y55
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
parameter_id,IMPC_XRY_023_001
