mouse_life_stage,E15.5
parameter_name,Total T cell percentage
pvalue,0.8197193
gene_accession_id,MGI:99501
parameter_id,MGP_PBI_001_001
analysis_id,t9iewu2d5qx813t
mouse_strain,C57BL
gene_symbol,Fgb
