gene_symbol,Hspa5
pvalue,0.5835503
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Shape of vertebrae
parameter_id,IMPC_XRY_018_001
gene_accession_id,MGI:95835
analysis_id,7rtx46661503wl2
