parameter_id,HMGULA_CBC_018_001
gene_accession_id,MGI:3046938
mouse_life_stage,Early adult
pvalue,0.8371323
analysis_id,c040k5n4607gpi4
mouse_strain,C57BL
gene_symbol,Hrnr
parameter_name,Glucose
