parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:2135738
parameter_name,Weight
gene_symbol,Abo
analysis_id,4dyao553kz6g41i
pvalue,0.5100296
mouse_life_stage,Early adult
mouse_strain,C57BL
