parameter_id,IMPC_GEL_057_001
gene_symbol,Zyg11b
pvalue,0.9630917
gene_accession_id,MGI:2685277
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8v03kt5r8es3l01
parameter_name,Heart looping
