gene_symbol,Tiprl
mouse_life_stage,Early adult
pvalue,0.5954762
parameter_name,Retina (combined)
parameter_id,IMPC_EYE_092_001
gene_accession_id,MGI:1915087
mouse_strain,C57BL
analysis_id,99p2st6c198wcy4
