parameter_id,MGP_MLN_001_001
gene_symbol,Bmi1
gene_accession_id,MGI:88174
analysis_id,2gm11ihc8uh3tj5
parameter_name,Total T cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,E15.5
pvalue,1.169534
