gene_symbol,Slc30a4
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:1345282
analysis_id,8vzo0y81m8180j6
pvalue,0.2139671
parameter_id,IMPC_ABR_012_001
mouse_strain,C59BL
mouse_life_stage,Early adult
