parameter_id,IMPC_XRY_033_001
analysis_id,70h7l34wmm844n3
mouse_strain,C57BL
gene_accession_id,MGI:1919107
parameter_name,Tibia length
gene_symbol,Slc17a9
mouse_life_stage,Early adult
pvalue,0.2232508
