parameter_id,IMPC_ECG_028_001
parameter_name,QT
gene_symbol,Ints7
analysis_id,8187s90mnrx03mg
gene_accession_id,MGI:1924315
pvalue,0.2988327
mouse_strain,C57BL
mouse_life_stage,Early adult
