parameter_id,JAXLA_DXA_007_001
parameter_name,BMC/Body weight
analysis_id,dk3o134hk3kb8s5
pvalue,0.4456395
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
gene_symbol,Frmpd1
