gene_symbol,Psd4
parameter_name,Retina (combined)
parameter_id,IMPC_EYE_092_002
gene_accession_id,MGI:2674093
mouse_life_stage,Early adult
analysis_id,32np9b5djhqfzxd
mouse_strain,C57BL
pvalue,0.1031322
