gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
pvalue,0.1092288
parameter_name,Corneal vascularization
mouse_strain,C57BL
parameter_id,IMPC_EYE_009_001
mouse_life_stage,E12.5
analysis_id,64jkaq4d601xy61
