parameter_name,Center average speed
gene_symbol,Ssr2
analysis_id,57320i5k7amydkz
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
pvalue,0.07651113
mouse_life_stage,Early adult
gene_accession_id,MGI:1913506
