gene_symbol,Lpgat1
parameter_id,IMPC_CSD_070_001
analysis_id,6uk67h43534i571
mouse_strain,C57BL
gene_accession_id,MGI:2446186
pvalue,0.8524026
mouse_life_stage,Early adult
parameter_name,Lower teeth appearance
