parameter_id,IMPC_GEO_064_001
mouse_strain,129SV
pvalue,0.2297258
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
mouse_life_stage,Early adult
analysis_id,457xltrn2ayg097
parameter_name,Edema
