parameter_id,JAXLA_OFD_009_001
analysis_id,3943s385ffw0364
parameter_name,Whole arena average speed
gene_accession_id,MGI:109356
pvalue,0.9987904
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,Snap23
