parameter_id,MGP_MLN_058_001
analysis_id,6drgl0lnk6gm0wp
mouse_life_stage,Early adult
gene_symbol,Gpbp1l1
pvalue,0.9405421
gene_accession_id,MGI:1924360
parameter_name,Plasmacytoid DC - % of DC
mouse_strain,C57BL
