parameter_id,JAX_LDT_002_001
gene_accession_id,MGI:88328
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
pvalue,0.8971823
analysis_id,yo29shm86ofi431
mouse_strain,C57BL
parameter_name,Light side time spent
