gene_symbol,AU040320
parameter_id,MGP_MLN_033_001
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
parameter_name,Resting NK cells - % of NK cells
mouse_strain,C57BL
pvalue,0.4526042
analysis_id,6e6sff0i95dxlb5
