gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,a29u64s4u0564ez
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
parameter_name,Gait
pvalue,0.1140636
