parameter_id,IMPC_CSD_047_001
gene_symbol,Nr0b2
mouse_strain,B6J
parameter_name,Hindlimb digit - size
pvalue,0.8377948
analysis_id,sx09tlsh37ux739
gene_accession_id,MGI:1346344
mouse_life_stage,Early adult
