gene_symbol,Galnt13
pvalue,0.3764361
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,16wi240mp000g83
gene_accession_id,MGI:2139447
parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
