parameter_id,MGP_CSD_067_001
analysis_id,8i9hth1yc56t894
mouse_life_stage,Early adult
parameter_name,Snout size
pvalue,0.4636387
mouse_strain,C57BL
gene_symbol,Hspa5
gene_accession_id,MGI:95835
