gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_name,Follicular B Cells (CD21/35+)
analysis_id,axt20567fg0hf49
mouse_strain,C57BL
parameter_id,IMPC_IMM_067_001
mouse_life_stage,Early adult
pvalue,0.8225961
