parameter_id,IMPC_ECG_004_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,b1zxt5u3vxrj4e6
parameter_name,RR
gene_symbol,Sla2
gene_accession_id,MGI:1925049
pvalue,0.845429
