parameter_id,IMPC_ECG_003_001
gene_symbol,Slc2a8
parameter_name,CV
mouse_life_stage,Early adult
analysis_id,05kr511ej07uqwi
gene_accession_id,MGI:1860103
mouse_strain,C57BL
pvalue,0.3943198
