parameter_name,Limb grasp
gene_symbol,Frmpd1
mouse_life_stage,Middle aged adult
parameter_id,JAXLA_CSD_039_001
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,l8o33i5j26kqa3i
pvalue,0.8009535
