gene_symbol,Frmpd1
parameter_id,HRWLLA_CSD_008_001
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:2446274
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.8307648
analysis_id,dp324392uh1p41j
