gene_symbol,Ahcy
mouse_strain,C57BL
parameter_name,CD8 CD44-CD62L+ T cells
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_034_001
pvalue,0.9332142
gene_accession_id,MGI:87968
analysis_id,ix936m85dka3p93
