parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_strain,C57BL
parameter_name,Eye
mouse_life_stage,E9.5
analysis_id,s4dc7ca7yotd4k5
pvalue,0.7969408
