gene_symbol,Fgb
pvalue,1.344513
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_accession_id,MGI:99501
analysis_id,225v3wjj1k4472q
parameter_id,IMPC_CSD_036_001
parameter_name,Startle response
