parameter_id,HRWLLA_OFD_011_001
pvalue,0.09006468
gene_symbol,Slc39a10
parameter_name,Periphery resting time
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,sz9w9492fdnmmob
gene_accession_id,MGI:1914515
