gene_symbol,Slc28a2
gene_accession_id,MGI:1913105
analysis_id,0ht260jtnc4y2q9
pvalue,0.3215544
parameter_name,Neutrophils
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_IMM_050_001
