gene_symbol,Lurap1
pvalue,0.1715188
mouse_strain,C57BL
gene_accession_id,MGI:1915325
analysis_id,m68ak2hpqn180j2
parameter_name,PP4 + pulse startle magnitude
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_010
