mouse_strain,C57BL
gene_accession_id,MGI:88380
parameter_id,MGP_CSD_030_001
gene_symbol,F2
pvalue,0.738462
parameter_name,Limb coat/hair presence
mouse_life_stage,Early adult
analysis_id,17a9q74530ld8c9
