parameter_id,IMPC_ECG_028_001
analysis_id,5xr1q6xy55i0346
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,QT
gene_symbol,Frmpd1
pvalue,0.6082341
gene_accession_id,MGI:2446274
