gene_symbol,Inpp1
pvalue,0.2288396
parameter_id,JAXLA_OFD_017_001
gene_accession_id,MGI:104848
analysis_id,y405619inuim010
mouse_strain,129SV
parameter_name,Center average speed
mouse_life_stage,Early adult
