parameter_id,MGP_IMM_027_001
mouse_life_stage,Early adult
analysis_id,jqnk8mx6361i8w2
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
gene_symbol,Rgs20
gene_accession_id,MGI:1929866
mouse_strain,C57BL
pvalue,0.6766011
